id,name,features
85004,S****** H****,4|Makassar|Hotel|Rappocini
85005,R***** H**** M*******,3|Makassar|Hotel|Rappocini
85006,R******* @ R****** n*** AP P********,1|Makassar|Hotel|Makassar
85007,T***** I**,2|Makassar|Guest House|Makassar
85008,F*** P***** by S******* M*******,4|Makassar|Hotel|Ujung pandang
85009,R******* n*** U********** N***** M******* 3,2|Makassar|Hotel|Makassar
85010,O** 3*** S********* H*******,2|Makassar|Hotel|Makassar
85011,R******* P*** n*** U********** N***** M******* 2,3|Makassar|Hotel|Tamalate
85012,S****** M*******,2|Makassar|Hotel|Makassar
85013,C********* O 19 G**** M***** M*******,2|Makassar|Hotel|Tamalate
85014,R***** I**,1|Makassar|Hotel|Rappocini
85015,P********* M*******,3|Makassar|Guest House|Makassar
85016,O** 2*** H**** J**** M*******,2|Makassar|Hotel|Makassar
85017,S*** ON 3*** K*** H**,2|Makassar|Hotel|Makassar
85018,C**** H**** M*******,4|Makassar|Hotel|Tamalate
85019,M****** M******* N*** P********,4|Makassar|Hotel|Rappocini
85020,L****** H******* & C*** G***** By Z***,4|Makassar|Guest House|Panakkukang
85021,O** 2*** L*** H****,2|Makassar|Hostel/Backpacker accommodation|Tamalate
85022,O** 1*** W**** P***** M**,2|Makassar|Hostel/Backpacker accommodation|Rappocini
85023,O** 3*** H**** La M**** M*******,2|Makassar|Hotel|Makassar
85024,O** 2*** L*** H*******,2|Makassar|Hostel/Backpacker accommodation|Panakkukang
85025,M** G********* S****** M*******,1|Makassar|Hotel|Rappocini
85026,R******* @ P***** R*** R********,2|Makassar|Guest House|City Centre
85027,H**** A**** M*******,1|Makassar|Hotel|City Centre
85028,R******* S****** n*** AP P******** 3,2|Makassar|Hotel|City Centre
85029,H**** A**** M******* R*********,1|Makassar|Hotel|Makassar
85030,R******* @ G***** W**** H**** P********,2|Makassar|Hotel|Makassar
85031,V***** H**** M*******,3|Makassar|Hotel|Rappocini
85032,G**** M**** H**** M*******,3|Makassar|Hotel|Rappocini
85033,D****** H**** M*******,3|Makassar|Hotel|Rappocini
85034,d*********** P********** M*******,3|Makassar|Hotel|Rappocini
85035,P***** R***** M*******,2|Makassar|Bed & breakfast|Makassar
85036,R******* @ P********* P********** 3,2|Makassar|Hotel|Makassar
85037,O** 9**** N*** G**** H****,2|Makassar|Hotel|Makassar
85038,O** 1*** H**** D******* M*******,2|Makassar|Hotel|Panakkukang
85039,G**** A*** H**** M*******,3|Makassar|Hotel|Panakkukang
85040,A*** P********** B******** R*** S****** M*******,0|Makassar|Hotel|Makassar
85041,R******* @ P******** S*****,2|Makassar|Hotel|Panakkukang
85042,A*** H**** M*******,2|Makassar|Hotel|Panakkukang
85043,O** 3*** H**** T****** M*******,2|Makassar|Hotel|Makassar
85044,JL S*** H****,2|Makassar|Hotel|Makassar
85045,O** 4** G***** H****,2|Makassar|Hostel/Backpacker accommodation|Rappocini
85046,A**** I** P**********,0|Makassar|Hotel|Panakkukang
85047,A***** P******** M*******,2|Makassar|Hotel|Panakkukang
85048,H**** S****** M******* By Z***,3|Makassar|Hotel|Panakkukang
85049,R**** H**** P********** (******** H****** P***********,3|Makassar|Hotel|Panakkukang
85050,R******** A******** V*** V*** - I**** R****,2|Makassar|Hotel|Panakkukang
85051,O** 3*** S***** H*** S***,2|Makassar|Hotel|Makassar
85052,A*** P********** P******** T*** 17 M*******,0|Makassar|Hotel|Makassar
85053,U******** H**** S***** M******* by R*******,3|Makassar|Hotel|Panakkukang
85054,R******* P*** @ G**** C*** I**,3|Makassar|Hotel|Makassar
85055,H******* M****,3|Makassar|Guest House|Rappocini
85056,R******* n*** U********** M*********** M*******,2|Makassar|Hotel|Rappocini
85057,A*** P********** T**** R*** B*** F 5 M***** M*******,0|Makassar|Hotel|Makassar
85058,O** 8** M******* G**** H****,2|Makassar|Hotel|Rappocini
85059,M***** G**** H**** M*******,2|Makassar|Bed & breakfast|Makassar
85060,G**** K****** H****,0|Makassar|Hotel|Makassar
85061,R******* P*** @ B******** P**********,3|Makassar|Hotel|Panakkukang
85062,G**** C****** H**** at P**********,3|Makassar|Hotel|Panakkukang
85063,A**** I** M*******,3|Makassar|Hotel|Panakkukang
85064,O** 3*** F****** I** S******,2|Makassar|Hotel|Makassar
85065,A***** H********* M*******,2|Makassar|Hotel|Panakkukang
85066,G**** I***** M*******,3|Makassar|Hotel|Panakkukang
85067,H**** P*** I** P********** M*******,1|Makassar|Hotel|Panakkukang
85068,L*** H**** M*******,2|Makassar|Hotel|Rappocini
85069,R******* P*** @ H****** I** P********** e** R******* P*** @ P********** M*******,3|Makassar|Hotel|Makassar
85070,S*** H**** L*** M*******,3|Makassar|Hotel|Makassar
85071,R******* P*** @ P********* P**********,3|Makassar|Hotel|Panakkukang
85072,H**** D*****,2|Makassar|Hotel|Rappocini
85073,P********** M*******,1|Makassar|Hotel|Makassar
85074,R******* P*** @ H********* A***,3|Makassar|Hotel|City Centre
85075,J**** H**** M*******,2|Makassar|Hotel|Makassar
85076,L*** H****,3|Makassar|Hotel|Panakkukang
85077,R******** A******** V*** V*** - V*** C******,2|Makassar|Hotel|Panakkukang
85078,A*** P********** B********** 26 M*******,0|Makassar|Hotel|Makassar
85079,H**** G**** P*******,1|Makassar|Hotel|Panakkukang
85080,P***** G**** A******* S****** By Z***,3|Makassar|Hotel|Panakkukang
85081,A***** P********** M*******,2|Makassar|Hotel|Panakkukang
85082,C******** C********** P**********,3|Makassar|Hotel|Panakkukang
85083,O** 2*** J*** H*******,2|Makassar|Hotel|Panakkukang
85084,R******* @ H********* A*** 2,2|Makassar|Hotel|Makassar
85085,R******* @ J**** H*********,2|Makassar|Hotel|Panakkukang
85086,O** 5** N**** R********,3|Makassar|Hotel|Panakkukang
85087,H**** D******,4|Makassar|Hotel|Panakkukang
85088,R******* @ P********* P********** 2,2|Makassar|Guest House|Panakkukang
85089,H******* A*** H**** N*** P**********,1|Makassar|Hotel|Panakkukang
85090,R******* @ J**** A******* P**********,2|Makassar|Hotel|Makassar
85091,M*** H**** a** C********* C***** M*******,5|Makassar|Hotel|Panakkukang
85092,A**** H**** P********** (******** N*** a** D** P***********,2|Makassar|Hotel|Panakkukang
85093,A*** P********** A******* B*** 18 M*******,0|Makassar|Hotel|Makassar
85094,O** 9**** A******* S****** G**** H****,2|Makassar|Hotel|Makassar
85095,F******* H******* S****** M******* R*********,2|Makassar|Hotel|Makassar
85096,S**** B***** P********** M*******,3|Makassar|Hotel|Panakkukang
85097,O** 1*** C****** H****,2|Makassar|Hotel|Panakkukang
85098,U******** H**** C****** M*******,3|Makassar|Hotel|Panakkukang
85099,U******** H**** R*** M*******,2|Makassar|Hotel|Rappocini
85100,A******* S****** H****,0|Makassar|Hotel|Panakkukang
85101,A*** S****** P********** R*** M**** P********* M*******,0|Makassar|Hotel|Makassar
85102,H**** P*********,3|Makassar|Hotel|Panakkukang
85103,A*** P********** P**** S**** P********* M*******,0|Makassar|Hotel|Makassar
85104,R******* n*** M*** P********** 3,2|Makassar|Hotel|Panakkukang
85105,G**** T*** M*******,3|Makassar|Hotel|Panakkukang
85106,T*** h****,4|Makassar|Hotel|Panakkukang
85107,R******* P*** n*** M*** P********** 2,3|Makassar|Hotel|Panakkukang
85108,O** 1*** W**** B***** T********,2|Makassar|Hotel|Makassar
85109,W**** A**** S******,2|Makassar|Bed & breakfast|Makassar
85110,S*** ON 1*** W**** B***** T********,2|Makassar|Hostel/Backpacker accommodation|Panakkukang
85111,C****** O 4** R****** H****,3|Makassar|Hotel|Panakkukang
85112,A***** D****** H**** By Z***,1|Makassar|Hotel|Panakkukang
85113,P***** G**** A***** M*******,2|Makassar|Hotel|Panakkukang
85114,S*** ON 1*** G**** A*****,2|Makassar|Hostel/Backpacker accommodation|Panakkukang
85115,C****** O 3*** E*** I** H****,2|Makassar|Hotel|Makassar
85116,O** 9**** K****** G*********,2|Makassar|Bed & breakfast|Rappocini
85117,G**** H**** T******** V** By Z***,1|Makassar|Hostel/Backpacker accommodation|Makassar
85118,O** 9**** P***** H****** M*******,2|Makassar|Bed & breakfast|Makassar
85119,O** 1*** Z****** G**** H****,2|Makassar|Hotel|Rappocini
85120,S*** ON 2*** A****** H*******,2|Makassar|Hotel|Makassar
85121,O** 9**** A******* H******* S******,2|Makassar|Hotel|Makassar
85122,O** 3*** O***** H*******,2|Makassar|Hotel|Makassar
85123,S*** G**** H**** 2,1|Makassar|Guest House|Rappocini
85124,O** 9**** D**** G**** H****,2|Makassar|Bed & breakfast|Makassar
85125,M***** R***** M*******,4|Makassar|Hotel|Panakkukang
85126,O** 1*** W***** I**,2|Makassar|Hostel/Backpacker accommodation|Panakkukang
85127,O** 3*** H******* A***** S******,2|Makassar|Hotel|Makassar
85128,J****** H**** M*******,3|Makassar|Hotel|Makassar
85129,P********* T**** M******* I****,2|Makassar|Hotel|Makassar
85130,H**** P*******,4|Makassar|Hotel|Sudiang
85131,R******* P*** n*** M******* T*** S*****,3|Makassar|Hotel|Makassar
85132,R******* n*** M******* T*** S***** 2,2|Makassar|Guest House|Panakkukang
85133,E**** H******* M*******,1|Makassar|Hotel|Makassar
85134,U**** H**** A** C*********,3|Makassar|Hotel|Biring Kanaya
85135,O** 9**** P***** V******,2|Makassar|Bed & breakfast|Makassar
85136,RF H******* M*******,2|Makassar|Hotel|Makassar
85137,O** 2*** RF H*******,2|Makassar|Hotel|Makassar
85138,H**** G**** P*** P*******,3|Makassar|Hotel|Makassar
85139,A****,3|Makassar|Hotel|Makassar
85140,S**** O** 2*** A****,2|Makassar|Hotel|Makassar
85141,A*** B*********** B********* B************ R*** 53 M*******,0|Makassar|Hotel|Makassar
85142,P***** B****** S****** M*******,1|Makassar|Hotel|Balla Parang
85143,A*** T********* B***** R***** 1** M*******,2|Makassar|Hotel|Makassar
85144,P***** B****** By Z***,1|Makassar|Hotel|Makassar
85145,S****** H**** & C*********,2|Makassar|Hotel|Makassar
85146,S*** ON 4*** A5 R******** M*******,2|Makassar|Hotel|Makassar
85147,G**** H**** B***** M*******,2|Makassar|Bed & breakfast|Makassar
85148,W**** L****** By Z***,1|Makassar|Guest House|Biring Kanaya
85149,A**** T********** I** M******* - H*****,2|Makassar|Hostel/Backpacker accommodation|Biring Kanaya
85150,A**** B** H**** M*******,2|Makassar|Hotel|Biring Kanaya
85151,H***** P******* M*******,4|Makassar|Hotel|Biring Kanaya
85152,W**** B****** By Z***,1|Makassar|Hotel|Biring Kanaya
85153,H**** P****** M*******,3|Makassar|Hotel|Ujung pandang
85154,L***** B*** L***** By Z***,1|Makassar|Hotel|Malino
85155,D***** H**** M*******,3|Makassar|Hotel|Biring Kanaya
85156,G**** C*** H**** A** C********* M****,3|Makassar|Hotel|Makassar
85157,H**** P******** M*******,4|Makassar|Hotel|Sudiang
85158,R******* P*** n*** S***** H********* A******,3|Makassar|Hotel|Makassar
85159,S**** O** 3*** I*** H*******,2|Makassar|Hotel|Makassar
85160,D**** H*******,0|Makassar|Hotel|Makassar
85161,O** 3*** N*** G**** H**** S******,2|Makassar|Hotel|Makassar
85162,U******** H**** E**** M**** N*** S***** H********* A******,3|Makassar|Hotel|Maros
85163,O** 3** H**** D**** N******** 2,2|Makassar|Hostel/Backpacker accommodation|Pantai Losari
85164,O** 1*** H**** D**** N******** 3,2|Makassar|Hotel|Maros
85165,H**** M****** K*******,0|Makassar|Hotel|Makassar
85166,T** C******** H******* By Z***,2|Makassar|Bed & breakfast|Makassar
85167,W**** D****** S****** M*******,2|Makassar|Hotel|Makassar
85168,S**** O** 2*** H**** T****** 2,2|Makassar|Hotel|Makassar
85169,H******* D****** S****** N*** B****** S***** H*********,1|Makassar|Hotel|Makassar
85170,S*** ON 2*** P***** D****** S******,2|Makassar|Hostel/Backpacker accommodation|Biring Kanaya
85171,H**** T****** 1 M******* R*********,2|Makassar|Hotel|Makassar
85172,O** 9**** H**** B***** M*******,2|Makassar|Bed & breakfast|Maros
85173,R******* n*** S***** H********* A****** 2,2|Makassar|Guest House|City Centre
85174,C***** H**** M******* A******,2|Makassar|Hotel|Biring Kanaya
85175,R******* @ G**** C******** M****,2|Makassar|Hotel|Makassar
85176,G**** T*** H**** M*****,3|Makassar|Hotel|Maros
85177,H**** B******** B****,1|Makassar|Hotel|Makassar
85178,P*** W***** H****,0|Pare-pare|Hotel|Pare-pare
85179,R******* @ H**** R*** P******* n*** P***** M**********,1|Pare-pare|Hotel|Pare-pare
85180,H**** P********* By Z***,1|Makassar|Hotel|Makassar
85181,P*** B**** H****,0|Pare-pare|Hotel|Bacukiki Barat
85182,B**** I**** P*** P***,0|Pare-pare|Hotel|Pare-pare
85183,R******* P*** @ L***** I** T********* R**** S***,3|Pare-pare|Hotel|Pare-pare
85184,R******* n*** M****** H***** A****,2|Pare-pare|Guest House|Soreang
85185,H**** G**** K******,0|Pare-pare|Hotel|Pare-pare
85186,A*** S****** M******* 1** P*******,3|Pare-pare|Hotel|Soreang
85187,G**** S*** H****,0|Pare-pare|Hotel|Pare-pare
85188,H**** 88 P*******,1|Pare-pare|Hotel|Bacukiki Barat
85189,B**** K***** H**** & R*********,3|Pare-pare|Hotel|Pare-pare
85190,H**** S***** W*****,0|Pare-pare|Hotel|Pare-pare
85191,MS H**** P******,1|Pinrang|Hotel|Pinrang
85192,H******* T******** P****** C*** C*****,1|Makassar|Hotel|Makassar
85193,K***** R***** S******,0|Labuan Bajo|Hotel|Labuan Bajo
85194,H**** S*** J********,1|Makassar|Hotel|Makassar
85195,R******* n*** S***** T*****,2|Toraja|Hotel|Toraja
85196,Le P***** I*****,3|Labuan Bajo|Resort|Labuan Bajo
85197,H***** L**** H****,2|Pare-pare|Hotel|Pare-pare
85198,H**** G*** S*****,1|Makassar|Hotel|Wajo
85199,O** 1*** Z***** H****,2|Palu|Hotel|Palu
85200,A****** C*** B**** R***** P***,3|Palu|Hotel|Palu
85201,S**** B******* S**** P***,4|Palu|Hotel|Silae
85202,G**** D*** P***,2|Palu|Hotel|Palu
85203,G**** H**** I** I** P***,2|Palu|Hotel|Palu
85204,R******* @ M***** T*** T*****,2|Toraja|Hotel|Toraja
85205,P***** N***** M*****,3|Makassar|Bed & breakfast|Makassar
85206,R******* P*** @ A*** R*** H****,3|Palu|Guest House|Palu Barat
85207,P*** C*** G**** H**** R*********,2|Palu|Hotel|Palu
85208,P*** K***** R*****,4|Labuan Bajo|Hotel|Labuan Bajo
85209,O** 9** G**** M*** H****,3|Palu|Hotel|Palu
85210,H******* A****** S****** M*****,1|Gowa|Hotel|Tinggimoncong
85211,L**** H**** P***,0|Palu|Hotel|Palu
85212,P******* H****,2|Palu|Hotel|Palu
85213,O** H****,0|Palu|Hotel|Palu
85214,R******* @ T******* A*** P***,2|Palu|Hotel|Palu
85215,T** J******** S**** K***** F*****,4|Labuan Bajo|Hotel|Labuan Bajo
85216,S******* R***** S***** F*****,5|Labuan Bajo|Hotel|Labuan Bajo
85217,W****** E*** B**** H****,3|Labuan Bajo|Hotel|Labuan Bajo
85218,R******* @ J**** P******** P***,2|Palu|Guest House|Palu
85219,P*** G*****,3|Palu|Hotel|Palu
85220,A*** P******** 30 P***,3|Palu|Hotel|Palu
85221,P******* K***** R***** a** S**,4|Labuan Bajo|Resort|Labuan Bajo
85222,H**** S****** A****** P***,2|Palu|Hotel|Palu
85223,B*** K***** E** L****,2|Flores|Lodge|Ende
85224,P***** N****** 1 M***** By Z***,2|Makassar|Bed & breakfast|Malino
85225,T** S***** R***** K*****,3|Labuan Bajo|Resort|Labuan Bajo
85226,S******* R***** K*****,5|Labuan Bajo|Hotel|Labuan Bajo
85227,H**** S***** P*** R*********,2|Palu|Hotel|Palu
85228,E*** M***** G**** H****,1|Labuan Bajo|Hotel|Labuan Bajo
85229,H**** L**********,3|Labuan Bajo|Hotel|Labuan Bajo
85230,P*** S*** B****,4|Flores|Hotel|Ende
85231,S***** R***** K***** L***** B***,4|Labuan Bajo|Hotel|Labuan Bajo
85232,S****** P***,3|Palu|Hotel|Lolu Utara
85233,S***** B**** V****,4|Labuan Bajo|Hotel|Labuan Bajo
85234,L****** B**** R*****,4|Labuan Bajo|Hotel|Labuan Bajo
85235,O** 3*** R*** H*******,2|Palu|Hotel|Palu
85236,O** 9** C***** G*********,2|Labuan Bajo|Hotel|Labuan Bajo
85237,C***** G**** H****,2|Labuan Bajo|Guest House|Labuan Bajo
85238,P****** H**** P*** R*********,2|Palu|Hotel|Palu
85239,A**** K***** W****** B****,5|Labuan Bajo|Hotel|Labuan Bajo
85240,A**** P*** H**** & C********* C*****,4|Palu|Hotel|Palu
85241,R*** G***** H****,0|Palu|Hotel|Palu
85242,M******* K***** L***** B***,5|Labuan Bajo|Hotel|Labuan Bajo
85243,O** 8** H**** D***,3|Palu|Hotel|Palu
85244,T***** M******** H****,1|Tana Toraja|Hotel|Tana Toraja
85245,O** 1*** P***** Su H****,2|Palu|Hotel|Palu Timur
85246,A*** T***** E*** S***** 33 P***,0|Palu|Hotel|Palu
85247,S**** H****,2|Labuan Bajo|Hotel|Labuan Bajo
85248,R******* @ J**** E*** S***** P***,1|Palu|Hotel|Palu
85249,D***** D*** K***** H*****,2|Labuan Bajo|Hostel/Backpacker accommodation|Labuan Bajo
85250,N***** B***,0|Labuan Bajo|Hotel|Labuan Bajo
85251,B****** G****** a** V********,0|Flores|Hotel|Ende
85252,B****** F*****,4|Labuan Bajo|Hotel|Labuan Bajo
85253,K***** L****,2|Labuan Bajo|Hotel|Labuan Bajo
85254,E** T*** O t**,3|Labuan Bajo|Hotel|Labuan Bajo
85255,G****** I** P***,0|Palu|Hotel|Palu
85256,O** 8** R F*** H****,2|Palu|Hotel|Palu
85257,S****** K***** - H*****,2|Labuan Bajo|Hostel/Backpacker accommodation|Labuan Bajo
85258,B*** S***** H*****,1|Labuan Bajo|Hostel/Backpacker accommodation|Labuan Bajo
85259,F**** H******* S****** P*** R*********,2|Palu|Hotel|Palu
85260,G**** H*** B** S******,4|Labuan Bajo|Hostel/Backpacker accommodation|Labuan Bajo
85261,S** T**** H****,3|Labuan Bajo|Hotel|Labuan Bajo
85262,H**** B***,1|Labuan Bajo|Hotel|Labuan Bajo
85263,B*** B**** H****,2|Labuan Bajo|Hotel|Labuan Bajo
85264,B*** N***** B**********,1|Labuan Bajo|Hostel/Backpacker accommodation|Labuan Bajo
85265,V**** T**** L***** B***,2|Labuan Bajo|Guest House|Labuan Bajo
85266,H**** M******* L***** B***,2|Labuan Bajo|Hotel|Labuan Bajo
85267,P***** I**** H**** R*********,2|Palu|Hotel|Palu
85268,L****** K*****,4|Labuan Bajo|Hotel|Labuan Bajo
85269,P***** G***** H******* By Z***,1|Labuan Bajo|Hotel|Labuan Bajo
85270,N***** G**** H**** S****** P*** R*********,2|Palu|Hotel|Palu
85271,De C******** L***** B***,3|Labuan Bajo|Hostel/Backpacker accommodation|Labuan Bajo
85272,M***** P**** H****,3|Labuan Bajo|Hotel|Labuan Bajo
85273,La B***** B*** - H*****,1|Labuan Bajo|Hostel/Backpacker accommodation|Labuan Bajo
85274,O** 1*** W*** B**** H****,2|Palu|Hotel|Palu
85275,P***** R********* a** R***,4|Labuan Bajo|Guest House|Labuan Bajo
85276,S***** on t** H*** V***** & S**,3|Labuan Bajo|Hotel|Labuan Bajo
85277,L***** C********* H****,4|Labuan Bajo|Hotel|Labuan Bajo
85278,S**** T*****,3|Toraja|Hotel|Toraja
85279,La C***** H**** a** C***,2|Labuan Bajo|Bed & breakfast|Labuan Bajo
85280,G*** H******,0|Flores|Hotel|Ende
85281,B*** B*** H****,3|Labuan Bajo|Hotel|Labuan Bajo
85282,T********* a L***** C********* R***** a** S*** L***** B***,5|Flores|Resort|Labuan Bajo
85283,M**** R***** H******* S****** S******,1|Makassar|Hotel|Balla Parang
85284,K***** H**** L***** B***,3|Labuan Bajo|Hotel|Labuan Bajo
85285,R******* n*** M******** W******** P***,2|Palu|Hotel|Palu
85286,Cf K***** H****,2|Labuan Bajo|Hotel|Labuan Bajo
85287,F******* H**** K*****,2|Labuan Bajo|Hotel|Labuan Bajo
85288,H**** P***,3|Labuan Bajo|Hotel|Labuan Bajo
85289,R******* n*** P***** P***,2|Labuan Bajo|Guest House|Labuan Bajo
85290,H**** P*** B***,0|Labuan Bajo|Hotel|Labuan Bajo
85291,TA A****** a L***** C********* R***** & S*** L***** B***,5|Labuan Bajo|Resort|Labuan Bajo
85292,D**** T***,1|Labuan Bajo|Hostel/Backpacker accommodation|Labuan Bajo
85293,R******* n*** T**** M**** P******* T*****,2|Palu|Guest House|Palu
85294,R******* @ B***** H**** P***,2|Palu|Hotel|Palu
85295,L B*** H****,3|Labuan Bajo|Hotel|Labuan Bajo
85296,Z**** H****,0|Labuan Bajo|Hotel|Labuan Bajo
85297,H**** A****,4|Labuan Bajo|Hotel|Labuan Bajo
85298,T***** M********,3|Toraja|Hotel|Toraja
85299,V**** S**** R*** P***,3|Palu|Hotel|Palu Timur
85300,S***** H*** H****,2|Labuan Bajo|Hotel|Labuan Bajo
85301,A*** B***** T**** M************ 21 P***,3|Palu|Hotel|Palu
85302,R******* @ H**** B*** P*****,2|Palu|Hotel|Palu
85303,K******* H****,4|Labuan Bajo|Hotel|Labuan Bajo
85304,O** 1*** B***** H****,2|Palu|Hostel/Backpacker accommodation|Palu
85305,C***** B*** H****,3|Labuan Bajo|Hotel|Labuan Bajo
85306,R******* P*** @ C******* H**** P***,3|Palu|Guest House|Palu
85307,O** 1*** R*** H****,2|Palu|Hotel|Palu
85308,V**** A*** F***** K***** L***** B***,1|Labuan Bajo|Hotel|Labuan Bajo
85309,R******* n*** M****** S** Al J***** A****** P***,2|Palu|Hotel|Palu
85310,R******* S****** n*** M****** S** Al J***** A****** P*** 2,2|Palu|Apartment|Birobuli Selatan
85311,J*** P***,0|Palu|Hotel|Palu
85312,S**** H**** S******,1|Makassar|Hotel|Makassar
85313,T** S** R****** P*** by S*****,4|Palu|Hotel|Birobuli Utara
85314,E***** K***** H****,3|Labuan Bajo|Hotel|Labuan Bajo
85315,B*** W****** P*** C*** P***,4|Palu|Hotel|Palu
85316,N*** H**** T*****,0|Toraja|Hotel|Toraja
85317,P****** L***** B*** By Z***,4|Flores|Guest House|Labuan Bajo
85318,O** 1*** G***** G*********,2|Palu|Hotel|Palu
85319,F****** H******* P*** R*********,2|Palu|Hotel|Palu
85320,F***** O** L*** H******* H***** a** T****,1|Labuan Bajo|Hotel|Labuan Bajo
85321,F***** O** L*** H******* a** T****,2|Labuan Bajo|Guest House|Labuan Bajo
85322,O** 1*** P***** H****,2|Palu|Hotel|Palu
85323,C***** A***** H****,3|Labuan Bajo|Hotel|Labuan Bajo
85324,R****** P*** @ I******* H******* P***,3|Palu|Hotel|Palu
85325,A*** R******* K****** 2 T***** U****,0|Toraja|Hotel|Toraja
85326,H**** M***** By Z***,4|Toraja|Hotel|Toraja
85327,L*** R***** T***** S*******,0|Toraja|Hotel|Toraja
85328,O** T*** H*** - H*****,1|Labuan Bajo|Hostel/Backpacker accommodation|Labuan Bajo
85329,O** 3*** M******** H*******,2|Palu|Hotel|Palu
85330,W**** B**,3|Labuan Bajo|Bed & breakfast|Labuan Bajo
85331,de C**** R*********,1|Labuan Bajo|Hotel|Labuan Bajo
85332,H**** G**** S**** S****** S******,2|Makassar|Hotel|Sulawesi Selatan
85333,S**** R*** H**** & C********* P***,3|Palu|Hotel|Birobuli Utara
85334,H**** H******* P***,1|Palu|Hotel|Palu
85335,R****** I** L***** B***,3|Labuan Bajo|Inn|Labuan Bajo
85336,W**** M****** T*****,1|Toraja|Guest House|Toraja
85337,K***** B******* H****,3|Labuan Bajo|Hotel|Labuan Bajo
85338,P****** H****,0|Labuan Bajo|Hotel|Labuan Bajo
85339,R******* @ R******* T***** U****,2|Toraja|Hotel|Toraja
85340,R******* n*** B*** T*****,2|Toraja|Guest House|Toraja
85341,M**** h******* l***** b***,1|Labuan Bajo|Hotel|Labuan Bajo
85342,H**** S***** B*******,0|Bantaeng|Hotel|Bantaeng
85343,K**** H**** B*******,3|Bantaeng|Hotel|Pallantikang
85344,H******* S****** C******* B******* R*********,2|Makassar|Hotel|Makassar
85345,I**** T*****,2|Toraja|Hotel|Toraja
85346,S**** H**** S*******,3|Sengkang|Hotel|Wajo
85347,W**** A**** S****** S*******,2|Makassar|Hotel|Wajo
85348,H**** B** d** T****** C***,0|Sengkang|Hotel|Wajo
85349,C***** B**** R*****,3|Sumba|Bed & breakfast|Mondu
85350,R******* @ H**** H**** P*****,2|Palopo|Guest House|Mungkajang
85351,W**** A***** P*****,2|Palopo|Hotel|Palopo
85352,H******* A*** F**** S****** B********,2|Makassar|Hotel|Makassar
85353,H**** W**** P***** R*********,2|Palopo|Hotel|Palopo
85354,W**** S***** P*****,1|Palopo|Hotel|Palopo
85355,W**** S***** P***** R*********,2|Palopo|Hotel|Palopo
85356,W**** P****** P***** R*********,1|Palopo|Hotel|Palopo
85357,W**** I**** P*****,1|Palopo|Hotel|Palopo
85358,U******** H**** M**** I**** P*****,1|Palopo|Hotel|Palopo
85359,U******** H**** H****** P*****,2|Palopo|Hotel|Palopo
85360,H**** S****** P******* P*****,2|Palopo|Hotel|Palopo
85361,R******* n*** G** L******* P*****,1|Palopo|Hotel|Palopo
85362,R******* n*** T******* D********* P*****,1|Palopo|Hotel|Palopo
85363,H**** D****** P*****,1|Palopo|Hotel|Palopo
85364,R******* @ J**** J******* S******* P*****,2|Palopo|Guest House|Mungkajang
85365,V**** A****** - W*******,3|Waingapu|Villa|Kambajawa
85366,H**** L***** S***** S****** R*********,1|Makassar|Hotel|Makassar
85367,H**** S******* S***** S******,1|Makassar|Hotel|Bontoala
85368,H******* P**** K***** S*****,1|Makassar|Hotel|Makassar
85369,T**** H**** W*******,0|Sumba|Hotel|Sumba
85370,P******* B**** H****,0|Sumba|Hotel|Sumba
85371,K******** B**** H**** a** R*****,0|Sumba|Hotel|Sumba
85372,H***** H**** B***,3|Bone|Hotel|Tanette Riattang Barat
85373,N***** H**** by A****,3|Bone|Hotel|Bone
85374,B******* H**** S****** MM B*** R*********,2|Bone|Hotel|Tanette Riattang Barat
85375,H**** M**** P***** B***,2|Bone|Hotel|Tanette Riattang Barat
85376,H******* P****** B***,2|Bone|Hotel|Tanette Riattang Barat
85377,V**** A*** F*****,2|Ruteng|Hotel|Poco Likang
85378,B*** B**** B********,3|Bira|Resort|Bira
85379,C***** B******** B***,2|Bulukumba|Hotel|Bira
85380,An N** H******* B*** B****,1|Bira|Hotel|Bira
85381,A*****,3|Makassar|Hotel|Makassar
85382,R**** W**** G**** H**** B***,1|Bulukumba|Hotel|Bira
85383,S******** H******* B***,1|Bulukumba|Hotel|Bulukumba
85384,R***** H**** R*********,1|Labuan Bajo|Hotel|Labuan Bajo
85385,S** F***** H**** R*****,2|Flores|Hotel|Ruteng
85386,S***** H**** R*****,3|Flores|Hotel|Ruteng
85387,S** F***** B******* S****** R*********,1|Labuan Bajo|Hotel|Labuan Bajo
85388,H** I** 1**,1|Labuan Bajo|Hotel|Labuan Bajo
85389,H**** G***** B***** R*********,2|Labuan Bajo|Hotel|Labuan Bajo
85390,S**** A******** R***** - H*****,1|Sumba|Hostel/Backpacker accommodation|Desa Wula
85391,D**** P*** R*****,3|Poso|Hotel|Poso
85392,R******* n*** P*** C*** M***,2|Poso|Hotel|Kayamanya
85393,A***** H****,3|Poso|Hotel|Kayamanya
85394,H**** F**** T*** T***,2|Palu|Hotel|Palu
85395,W**** A****** K***** U****,2|Kolaka|Hotel|Kolaka
85396,B***** R** H****,2|Flores|Hotel|Ende
85397,N** B****** B*****,3|Labuan Bajo|Guest House|Labuan Bajo
85398,S********* B*******,2|Flores|Hotel|Ruteng
85399,MJ G**** H**** P**** K*** M*****,1|Malili|Hotel|Malili
