id,name,features
82883,T** B*** R***,2|Bali|Hotel|Denpasar
82892,A*** D******* T**** K****** M******* S*** 1*** B***,0|Bali|Hotel|Denpasar
82894,O** 3*** A**** V**** By N** A****,2|Bali|Hotel|Denpasar
82896,T** K****** U*** V****,4|Bali|Villa|Ubud
82904,R*** V***** B***,3|Bali|Villa|Denpasar
82909,V**** B****,3|Bali|Villa|Denpasar
82918,Y*** B***,2|Bali|Hotel|Denpasar
82922,O****** H**** By Z***,3|Bali|Hotel|Denpasar
82924,P****** W*** K***** R*****,5|Bali|Hotel|Ubud
82939,B*** R*** L***** V**** U***,3|Bali|Hotel|Ubud
82941,B**** P**** V***** U***,4|Bali|Hotel|Ubud
82957,U*** H***** P*********,4|Bali|Villa|Ubud
82968,V**** N****** B***,0|Bali|Hotel|Denpasar
82970,G***** U***,3|Bali|Hotel|Ubud
82980,B****** U*** V****,3|Bali|Guest House|Ubud
82982,Y R***** U***,3|Bali|Resort|Ubud
82998,S**** G**** H****,2|Bali|Hotel|Sanur
83023,U** U***,5|Bali|Hotel|Ubud
83051,O** 2*** P*** S****,2|Bali|Hotel|Denpasar
83052,S******* R***** S**** B***,5|Bali|Resort|Denpasar Selatan
83070,V**** P*** A**,3|Bali|Hotel|Denpasar Selatan
83089,C***** U*** V****,3|Bali|Villa|Gianyar
83096,A*** S***** U***,3|Bali|Hotel|Ubud
83099,P****** at B**** 1,3|Bali|Resort|Ubud
83106,A****** B****,4|Bali|Hotel|Gianyar Ubud
83114,P*** D**** S****,2|Bali|Resort|Bali
83117,S**** A**** H**** a** R*********,3|Bali|Hotel|Sanur
83118,A** s G**** L*****,2|Bali|Guest House|Denpasar
83122,V**** C*******,3|Bali|Bed & breakfast|Denpasar
83131,B**** S*** R*****,0|Bali|Hotel|Denpasar
83133,I***** C******,3|Bali|Hotel|Denpasar
83157,P*** B******** & H*****,3|Bali|Guest House|Ubud
83158,R**** - V***** & S**,3|Bali|Resort|Denpasar
83162,P*** T**** D*****,3|Bali|Resort|Sanur
83178,S** P**** R***** a** V****,3|Bali|Hotel|Sanur
83193,Z** R**** M***** F***** U*** @ p**** p****,3|Bali|Hotel|Ubud
83231,A*** S**** D**** T********* 1** D******* B***,0|Bali|Hotel|Sanur
83261,T**** S***,3|Bali|Hotel|Denpasar
83278,T** V***** at F******* S**** B**** B***,5|Bali|Villa|Denpasar Selatan
83295,A******* B****,3|Bali|Resort|Sanur
83297,Z** R**** S**** T*********,0|Bali|Hotel|Sanur
83298,B*** U*** R*****,3|Bali|Hotel|Bali
83311,P******* B***,3|Bali|Hotel|Denpasar
83337,V**** P*****,0|Bali|Villa|Pecatu
83350,C*** G****** U***,2|Bali|Hotel|Ubud
83361,G**** M***** V*****,0|Bali|Hotel|Denpasar
83368,B****** B**** R***** B***,2|Bali|Hotel|Bali
83410,U*** A*** R****** C*****,3|Bali|Bed & breakfast|Ubud
83423,U** D*** G**** H****,3|Bali|Guest House|Denpasar
83426,T*** H****,2|Bali|Hotel|Bali
83441,A****** H****** U***,4|Bali|Hotel|Ubud
83449,A** J*** C******,3|Bali|Hotel|Ubud
83451,T******* C*******,3|Bali|Hotel|Ubud
83483,V**** S****,3|Bali|Resort|Denpasar
83489,A**** V*****,3|Bali|Villa|Denpasar
83514,T******* H*******,3|Bali|Guest House|Denpasar
83528,A*** S*** H********,2|Bali|Guest House|Denpasar
83534,S**** A*** U*** H**** by I** V** H**********,4|Bali|Villa|Ubud
83562,U****** R******,0|Bali|Hotel|Denpasar
83564,A***** U*** by I** V** H**********,5|Bali|Resort|Ubud
83569,T** P*** S****,3|Bali|Hotel|Ubud
83585,V**** G*** U***,1|Bali|Hotel|Ubud
83615,S***** G******* T****,4|Bali|Hotel|Denpasar
83631,U*** O** V******,2|Bali|Hotel|Ubud
83636,DD U*** V****,3|Bali|Hotel|Ubud
83638,K******** V***** K******,4|Bali|Villa|Denpasar
83642,A*** S******* K****** R*** S******* B***,0|Bali|Hotel|Denpasar
83676,B** N*** B********,3|Bali|Resort|Denpasar
83698,T** G**** B**** J***** R****** V****,3|Bali|Hotel|Denpasar
83710,B**** G**** L*** By Z***,2|Bali|Guest House|Kintamani
83720,B******** K********,3|Bali|Hotel|Gianyar
83734,T** N*** H**** L********,1|Bali|Hotel|Nusa Lembongan
83748,D**** B**** B******,3|Bali|Hotel|Nusa Penida
83776,C**** V****,3|Bali|Hotel|Denpasar
83787,L**** S****,3|Bali|Hotel|Denpasar
83795,T** B**** H*** By Z***,2|Bali|Guest House|Nusa Lembongan
83800,M*** C******* By Z***,3|Bali|Hotel|Nusa Lembongan
83807,L********* H**** a** S** L********,3|Bali|Hotel|Nusa Lembongan
83813,N*** B**** H******* By Z***,1|Bali|Guest House|Nusa Lembongan
83823,P** M**** L********,3|Bali|Hotel|Denpasar
83859,A** B******* N*** P*****,1|Bali|Hotel|Amed
83864,T** D*** S***** S****,4|Bali|Hotel|Nusa Penida
83882,B**** C******,1|Bali|Hotel|Nusa Penida
83905,K***** T*******,4|Bali|Resort|Amed
83919,F****** B********,3|Bali|Hotel|Nusa Penida
83928,P****** B**** R***** a** S** L*****,0|Bali|Hotel|Bali
83932,B*** S******* B**** C***,3|Bali|Hotel|Candidasa
83933,P*** B**** C********,4|Bali|Resort|Candidasa
83934,V*********,3|Bali|Resort|Candidasa
83946,T**** T******* R***** a** S** T*******,3|Bali|Hotel|Amed
83976,S***** H****,2|Bali|Resort|Denpasar
84012,N***** R*****,3|Bali|Guest House|Denpasar
84027,M*** G***** R***** a** S**,3|Lombok|Hotel|Gili Trawangan
84049,K***** L***** V*****,3|Lombok|Resort|Gili Trawangan
84069,P***** S**** E***** G*** T********,3|Lombok|Resort|Gili Trawangan
84082,G*** E***** B*******,3|Lombok|Guest House|Gili Trawangan
84089,T** T******** R*****,3|Lombok|Resort|Gili Trawangan
84093,V**** C**** F****,3|Lombok|Villa|Gili Trawangan
84109,V**** R*******,3|Lombok|Guest House|Gili Trawangan
84117,V**** P*****,3|Lombok|Guest House|Gili Trawangan
84138,P***** S****** 2,3|Lombok|Guest House|Gili Trawangan
84146,O** 1*** B*** G*** B*******,2|Lombok|Hotel|Gili Trawangan
84153,K**** B******* B********,3|Lombok|Hotel|Gili Trawangan
84157,V***** R*****,3|Lombok|Hotel|Gili Trawangan
84158,M***** G***,1|Lombok|Hotel|Gili Trawangan
84159,Ko Ko Mo G*** T******** R*****,4|Lombok|Hotel|Gili Trawangan
84164,O** 2*** P***** L***,2|Lombok|Hotel|Gili Trawangan
84167,G*** B**** C*******,3|Lombok|Hotel|Gili Trawangan
84168,H R**** at H*********,0|Lombok|Hotel|Gili Trawangan
84179,G*** B***,2|Lombok|Guest House|Gili Trawangan
84203,D**** D***** B*******,2|Lombok|Hotel|senggigi
84221,A*** H**** & B*******,3|Lombok|Hotel|Gili Trawangan
84229,S***** B******* By Z***,2|Lombok|Guest House|Gili Trawangan
84241,D**** E***** R*****,3|Lombok|Private vacation home|Lombok
84259,M*** B**** s R******,3|Lombok|Hotel|senggigi
84262,V**** C******,3|Lombok|Guest House|Lombok
84266,L*** S*** R***** by B***,3|Lombok|Resort|Teluknarat
84269,M*** H***** B********,3|Lombok|Hotel|gili meno
84288,T** C***** B******* R*****,4|Lombok|Resort|senggigi
84315,O** 1*** G*** I**** R*****,2|Lombok|Hotel|Gili Trawangan
84321,C****** H*******,3|Lombok|Guest House|Gili Trawangan
84327,O** 3*** L***** V****** H**** & C*********,2|Lombok|Hotel|Lombok
84339,O** 2*** E***** G********* S******,2|Lombok|Hotel|Lombok
84345,S****** H**** & C********* L*****,2|Lombok|Hotel|Mataram
84347,A*** M****** A****** A** S****** 10 L*****,0|Lombok|Hotel|Lombok
84348,P****** H**** a** C*********,3|Lombok|Hotel|Mataram
84356,R******* S****** n*** L***** E********* M***,2|Lombok|Hotel|Lombok
84373,R******* P*** n*** S********** P***,3|Lombok|Hotel|Mataram
84375,O** 2*** J****** H****,2|Lombok|Hotel|Mataram
84380,H**** C**** W****,4|Lombok|Hotel|Mataram
84387,I**** H**** by P******** L*****,3|Lombok|Hotel|Mataram
84412,S*** ON 1*** K******,2|Lombok|Hotel|Mataram
84419,P*** I**** H**** S****,2|Lombok|Hotel|Mataram
84460,O** 1*** H****** H*******,2|Lombok|Bed & breakfast|Lombok
84473,A***** B*******,1|Lombok|Hotel|Lombok
84484,K*** C*** H****,2|Lombok|Hotel|Kuta Lombok
84494,F***** B**** H****,2|Lombok|Hotel|pujut
84517,W***** R****** V**** S****** R*********,1|Lombok|Hotel|Lombok Timur
84537,A*** K******** U** S******* 26 B*********,0|Balikpapan|Hotel|Balikpapan
84544,I*** B*********,3|Balikpapan|Hotel|Balikpapan City Center
84554,H**** M***** B*********,3|Balikpapan|Hotel|Balikpapan
84563,S** F******** H****,0|Balikpapan|Hotel|Balikpapan
84570,S**** B******* B*********,4|Balikpapan|Hotel|Balikpapan City Center
84578,S**** O** 7** N** A****** G**** H**** S******,2|Balikpapan|Guest House|Balikpapan
84622,U******** H**** G***** S** I** B********* by R*******,3|Balikpapan|Hotel|Balikpapan
84637,I**** I** R*********,1|Balikpapan|Hotel|Balikpapan Selatan
84643,H** M****** G**** H****,0|Balikpapan|Hotel|Balikpapan Selatan
84652,O** 9** A*** P**** R********,2|Balikpapan|Hotel|Balikpapan
84660,H***** P**** H****,0|Balikpapan|Hotel|Balikpapan Selatan
84664,O** 2*** M** G**** H**** S******,2|Balikpapan|Hotel|Balikpapan
84669,O** 1*** H**** P****** H******,2|Kutai|Hotel|Kutai
84673,O** 2*** H**** G**** Y***,2|Kutai|Hotel|Kutai
84674,G**** E*** S*********,3|Tenggarong|Hotel|Timbau
84698,R*** G**** H**** S******,2|Samarinda|Hotel|Samarinda Ulu
84710,O** 3*** D***** G**** H**** S******,2|Samarinda|Hotel|Samarinda
84717,A*** P**** P*** Kh K***** 35 S********,0|Samarinda|Hotel|Samarinda
84734,I*** S********,3|Samarinda|Hotel|Samarinda City Center
84735,JB H**** S********,0|Samarinda|Hotel|Samarinda
84763,G**** P******* K*** H****,0|Tanjung Selor|Hotel|Tanjung Selor
84764,C**** H**** T****** S****,2|Tanjung Selor|Hotel|Tanjung Selor
84772,S****** G**** H****,0|Sumbawa|Hotel|Sumbawa
84774,H**** R***** K**** K********** S****** R*********,1|Kutai|Hotel|Kutai
84791,H**** A*** S*******,1|Samarinda|Hotel|Samarinda
84792,Q H**** S*******,1|Kutai|Hotel|Kutai
84795,H**** R**** V******* S*******,0|Sangatta|Hotel|Sangatta
84808,A*** S******** P******* D********* 4 T******,2|Tarakan|Hotel|Tarakan
84809,S**** K*** H*******,2|Tarakan|Hotel|Tarakan
84815,L******** H**** T******,0|Tarakan|Hotel|Tarakan
84821,N*** M****** R*****,3|Berau|Hotel|Maratua
84825,M***** B***,0|BIMA|Hotel|BIMA
84829,R******* n*** P**** B*** M*****,2|Mamuju|Hotel|Mamuju
84837,P********* B*********,2|Majene|Hotel|Majene
84844,H******* RN n*** T**** B**** R****** P*******,1|Polewali Mandar|Hotel|Polewali
84845,L******* H****,0|Mamuju|Hotel|Mamuju
84851,O** 3*** H**** G**** S***** P*** M*******,2|Makassar|Bed & breakfast|City Centre
84852,T** R**** M*******,5|Makassar|Hotel|Mariso
84864,R******* P*** @ G**** P****** H****,3|Makassar|Hotel|Makassar
84870,P** H****,2|Makassar|Capsule Hotel|Ujung pandang
84871,O** 9**** A** G*********,2|Makassar|Hotel|Makassar
84874,H****** I** P******** M*******,3|Makassar|Hotel|Wajo
84894,R******* S****** n*** J**** S**** O**,2|Makassar|Hotel|Makassar
84921,M*** M*******,3|Makassar|Hotel|Wajo
84956,H******* K*****,3|Makassar|Hotel|Makassar
84962,M******* H**** M******* (******** R** P***** M********,2|Makassar|Hotel|Ujung pandang
84968,A***** A****** H****,3|Makassar|Hotel|Bontoala
84969,(*** u*** H**** A***** M*******,2|Makassar|Hotel|Makassar
84980,S**** H*******,3|Makassar|Bed & breakfast|Makassar
84985,O** 3** G**** P****** H****,3|Makassar|Hotel|Makassar
84988,A*** E** U**** P****** L********* S***** N*** M*******,0|Makassar|Hotel|Makassar
85006,R******* @ R****** n*** AP P********,1|Makassar|Hotel|Makassar
85015,P********* M*******,3|Makassar|Guest House|Makassar
85027,H**** A**** M*******,1|Makassar|Hotel|City Centre
85040,A*** P********** B******** R*** S****** M*******,0|Makassar|Hotel|Makassar
85041,R******* @ P******** S*****,2|Makassar|Hotel|Panakkukang
85058,O** 8** M******* G**** H****,2|Makassar|Hotel|Rappocini
85067,H**** P*** I** P********** M*******,1|Makassar|Hotel|Panakkukang
85081,A***** P********** M*******,2|Makassar|Hotel|Panakkukang
85095,F******* H******* S****** M******* R*********,2|Makassar|Hotel|Makassar
85104,R******* n*** M*** P********** 3,2|Makassar|Hotel|Panakkukang
85105,G**** T*** M*******,3|Makassar|Hotel|Panakkukang
85110,S*** ON 1*** W**** B***** T********,2|Makassar|Hostel/Backpacker accommodation|Panakkukang
85112,A***** D****** H**** By Z***,1|Makassar|Hotel|Panakkukang
85127,O** 3*** H******* A***** S******,2|Makassar|Hotel|Makassar
85128,J****** H**** M*******,3|Makassar|Hotel|Makassar
85135,O** 9**** P***** V******,2|Makassar|Bed & breakfast|Makassar
85153,H**** P****** M*******,3|Makassar|Hotel|Ujung pandang
85154,L***** B*** L***** By Z***,1|Makassar|Hotel|Malino
85163,O** 3** H**** D**** N******** 2,2|Makassar|Hostel/Backpacker accommodation|Pantai Losari
85175,R******* @ G**** C******** M****,2|Makassar|Hotel|Makassar
85184,R******* n*** M****** H***** A****,2|Pare-pare|Guest House|Soreang
85191,MS H**** P******,1|Pinrang|Hotel|Pinrang
85206,R******* P*** @ A*** R*** H****,3|Palu|Guest House|Palu Barat
85210,H******* A****** S****** M*****,1|Gowa|Hotel|Tinggimoncong
85224,P***** N****** 1 M***** By Z***,2|Makassar|Bed & breakfast|Malino
85255,G****** I** P***,0|Palu|Hotel|Palu
85257,S****** K***** - H*****,2|Labuan Bajo|Hostel/Backpacker accommodation|Labuan Bajo
85259,F**** H******* S****** P*** R*********,2|Palu|Hotel|Palu
85266,H**** M******* L***** B***,2|Labuan Bajo|Hotel|Labuan Bajo
85285,R******* n*** M******** W******** P***,2|Palu|Hotel|Palu
85301,A*** B***** T**** M************ 21 P***,3|Palu|Hotel|Palu
85310,R******* S****** n*** M****** S** Al J***** A****** P*** 2,2|Palu|Apartment|Birobuli Selatan
85319,F****** H******* P*** R*********,2|Palu|Hotel|Palu
85362,R******* n*** T******* D********* P*****,1|Palopo|Hotel|Palopo
85372,H***** H**** B***,3|Bone|Hotel|Tanette Riattang Barat
85374,B******* H**** S****** MM B*** R*********,2|Bone|Hotel|Tanette Riattang Barat
85378,B*** B**** B********,3|Bira|Resort|Bira
85381,A*****,3|Makassar|Hotel|Makassar
85383,S******** H******* B***,1|Bulukumba|Hotel|Bulukumba
85390,S**** A******** R***** - H*****,1|Sumba|Hostel/Backpacker accommodation|Desa Wula
85395,W**** A****** K***** U****,2|Kolaka|Hotel|Kolaka
85399,MJ G**** H**** P**** K*** M*****,1|Malili|Hotel|Malili
85424,R******* P*** @ H**** S******* K******,3|Kendari|Guest House|Kendari
85433,V**** H**** K******,2|Kendari|Hotel|Madonga
85434,R******* n*** T**** K*** K******,2|Kendari|Guest House|City Center
85435,H**** M**** K****** R*********,2|Kendari|Hotel|Kendari
85442,A*** S****** K****** B**** E** S***** 1A,0|Kendari|Hotel|Kendari
85448,S*** B******* H****,0|Kendari|Hotel|Kendari
85454,R******* n*** K****** B**** 2,2|Kendari|Hotel|City Center
85482,R******* n*** T*** G********,2|Gorontalo|Hotel|Kota Timur
85493,A*** K*** S****** B*** U**** 7 G********,1|Gorontalo|Hotel|Limba U I
85505,P***** R*****,2|Makassar|Hotel|Makassar
85510,R******* P*** @ H**** P***** T****,3|Kupang|Guest House|Kec. Kelapa Lima
85512,K****** H**** K*****,3|Kupang|Hotel|Kota Lama Kupang
85516,S**** O** 1*** G****** H****,2|Kupang|Hostel/Backpacker accommodation|Oebobo
85534,O** 1*** D***** A** I**,2|Kupang|Hostel/Backpacker accommodation|Kelapa Lima
85539,L***** M** H*******,2|Kupang|Hotel|Kupang
85543,G**** H**** T**** D***,2|Kupang|Hotel|Kupang
85553,R******* N*** L***** B**** T**** W*******,2|Wakatobi|Hotel|Kaledupa
85560,S******** H**** K*********,3|Kotamobagu|Hotel|Kotamobagu
85563,J**** L*** R*****,3|Sulawesi|Hotel|Sulawesi
85574,O** 2*** B***** G**** H****,2|Manado|Hotel|Malalayang
85585,O** 2*** P**** K**** R****,2|Manado|Hostel/Backpacker accommodation|Malalayang
85596,H**** F******,0|Manado|Hotel|Manado
85608,P***** B******** H****,2|Manado|Hotel|Sario
85614,G**** W*** M****** M*****,4|Manado|Hotel|kota manado
85617,H**** S***** M*****,2|Manado|Bed & breakfast|Sario
85619,B** B******** H**** M*****,3|Manado|Hotel|Sario
85640,C*** de W**** H**** a** R****,3|Manado|Hotel|Manado
85646,S**** K******,3|Manado|Hotel|Wenang
85652,V**** R***** By Z***,2|Manado|Villa|Malalayang
85655,G**** S****** M*****,2|Manado|Hotel|Wenang
85660,G*** C****** M*****,3|Manado|Hotel|Wenang
85696,H**** T**** A******,1|Flores|Hotel|Atambua
85698,T**** A****** H****,0|Flores|Hotel|Atambua
85701,R******* P*** n*** T******** K****** D** m*****,3|Manado|Hotel|Mapanget
85706,T** S***** M*****,4|Manado|Hotel|kota manado
85710,L***** P**** H****,2|Manado|Hotel|kota manado
85715,O** 1*** M***** A****** H*******,2|Manado|Bed & breakfast|kota manado
85739,R******* n*** T**** K*** T******,2|Ternate|Guest House|Ternate
85751,O** 1*** C***** G**** H****,2|Ambon|Bed & breakfast|Ambon
85761,O** 2*** A**** G**** H**** S******,2|Ambon|Hotel|Ambon
85764,G***** I** A**** R*********,2|Ambon|Hotel|Ambon
85781,B***** H**** A****,1|Ambon|Hotel|Sirimau
85800,A**** A**** M*****,3|Ambon|Hotel|Sirimau
85804,W***** V****,2|Raja Ampat|Guest House|Waisai
85815,B****** H**** S*****,3|Sorong|Hotel|Sorong Manoi
85818,S**** B******* S*****,4|Sorong|Hotel|Sorong Manoi
85839,A**** B*** P****,3|Biak|Hotel|Mandala
85852,E***** H****,2|Merauke|Hotel|Bambu Pemali
85877,R******* @ A****** K******,2|Jayapura|Hotel|Abepura
85878,R******* @ K****** T**** H****,2|Jayapura|Hotel|Jayapura
85882,F** H**** J*******,3|Jayapura|Hotel|Gurabesi
